date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:41:44	11170/11170	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2011:19:28%20GMT	https://noxxit.com/wp-content/uploads/2023/11/noxx.png	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2023/11/noxx.png	(from https://noxxit.com/)
00:41:50	109911/109911	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:43%20GMT	https://noxxit.com/features/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/features/index.html	(from https://noxxit.com/)
00:41:51	93615/93615	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:43%20GMT	https://noxxit.com/android-spy-app/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/android-spy-app/index.html	(from https://noxxit.com/)
00:41:53	89194/89194	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:43%20GMT	https://noxxit.com/iphone-spy-app/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/iphone-spy-app/index.html	(from https://noxxit.com/)
00:41:54	88209/88209	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:47%20GMT	https://noxxit.com/whatsapp-spy-app/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/whatsapp-spy-app/index.html	(from https://noxxit.com/)
00:41:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:41:41%20GMT	https://noxxit.com/contact	C:/My%20Web%20Sites/noxxit.com/noxxit.com/contact	(from https://noxxit.com/)
00:42:00	82710/82710	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:47%20GMT	https://noxxit.com/faq/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/faq/index.html	(from https://noxxit.com/)
00:42:01	72660/72660	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:48%20GMT	https://noxxit.com/blog/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/blog/index.html	(from https://noxxit.com/)
00:42:02	11202/11202	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2011:22:25%20GMT	https://noxxit.com/wp-content/uploads/2023/11/noxxmob.png	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2023/11/noxxmob.png	(from https://noxxit.com/)
00:42:04	77626/77626	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:41:49%20GMT	https://noxxit.com/contact/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/contact/index.html	(from https://noxxit.com/)
00:42:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:41:56%20GMT	https://noxxit.com/contact	C:/My%20Web%20Sites/noxxit.com/noxxit.com/contact	(from https://noxxit.com/)
00:42:06	43871/43871	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2004:46:50%20GMT	https://noxxit.com/wp-content/uploads/2022/10/android.jpg	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/android.jpg	(from https://noxxit.com/)
00:42:06	34133/34133	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2004:18:52%20GMT	https://noxxit.com/wp-content/uploads/2022/10/iphone.jpg	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/iphone.jpg	(from https://noxxit.com/)
00:42:07	51872/51872	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2005:05:52%20GMT	https://noxxit.com/wp-content/uploads/2022/10/whatsap.jpg	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/whatsap.jpg	(from https://noxxit.com/)
00:42:08	130100/130100	---M--	200	added ('OK')	image/webp	date:Wed,%2012%20Oct%202022%2022:09:28%20GMT	https://noxxit.com/wp-content/uploads/2022/10/bull.webp	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/bull.webp	(from https://noxxit.com/)
00:42:08	32024/32024	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2010:59:04%20GMT	https://noxxit.com/wp-content/uploads/2022/10/malware.jpg	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/malware.jpg	(from https://noxxit.com/)
00:42:09	97898/97898	---M--	200	added ('OK')	image/webp	date:Wed,%2012%20Oct%202022%2022:11:10%20GMT	https://noxxit.com/wp-content/uploads/2022/10/cloud.webp	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/cloud.webp	(from https://noxxit.com/)
00:42:09	24240/24240	---M--	200	added ('OK')	image/webp	date:Wed,%2012%20Oct%202022%2022:10:14%20GMT	https://noxxit.com/wp-content/uploads/2022/10/root.webp	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/root.webp	(from https://noxxit.com/)
00:42:10	79986/79986	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:42:03%20GMT	https://noxxit.com/parental-control-app/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/parental-control-app/index.html	(from https://noxxit.com/)
00:42:11	77618/77618	---M--	200	added ('OK')	image/webp	date:Wed,%2012%20Oct%202022%2022:10:44%20GMT	https://noxxit.com/wp-content/uploads/2022/10/che.webp	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2022/10/che.webp	(from https://noxxit.com/)
00:42:11	49338/49338	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2000:38:02%20GMT	https://noxxit.com/wp-content/uploads/2020/06/m2.png	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/2020/06/m2.png	(from https://noxxit.com/)
00:42:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:06%20GMT	https://noxxit.com/contact	C:/My%20Web%20Sites/noxxit.com/noxxit.com/contact	(from https://noxxit.com/)
00:42:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:08%20GMT	https://noxxit.com/contact	C:/My%20Web%20Sites/noxxit.com/noxxit.com/contact	(from https://noxxit.com/)
00:42:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:10%20GMT	https://noxxit.com/privacy-policy	C:/My%20Web%20Sites/noxxit.com/noxxit.com/privacy-policy	(from https://noxxit.com/)
00:42:21	77140/77140	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:42:14%20GMT	https://noxxit.com/privacy-policy/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/privacy-policy/index.html	(from https://noxxit.com/)
00:42:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:13%20GMT	https://noxxit.com/refund-policy	C:/My%20Web%20Sites/noxxit.com/noxxit.com/refund-policy	(from https://noxxit.com/)
00:42:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:18%20GMT	https://noxxit.com/terms-of-use	C:/My%20Web%20Sites/noxxit.com/noxxit.com/terms-of-use	(from https://noxxit.com/)
00:42:32	92668/92668	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:42:25%20GMT	https://noxxit.com/terms-of-use/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/terms-of-use/index.html	(from https://noxxit.com/)
00:42:34	88210/88210	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:42:26%20GMT	https://noxxit.com/Whatsapp-spy-app/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/Whatsapp-spy-app/index-2.html	(from https://noxxit.com/)
00:42:36	69983/69983	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jul%202024%2023:42:19%20GMT	https://noxxit.com/refund-policy/	C:/My%20Web%20Sites/noxxit.com/noxxit.com/refund-policy/index.html	(from https://noxxit.com/)
00:42:39	17586/17586	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667d0265-44b2%22	https://www.smartsuppchat.com/loader.js?	C:/My%20Web%20Sites/noxxit.com/www.smartsuppchat.com/loaderd41d.js	(from https://noxxit.com/)
00:42:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jul%202024%2023:42:33%20GMT	https://noxxit.com/%e2%80%9chttps://www.smartsupp.com%e2%80%9d	C:/My%20Web%20Sites/noxxit.com/noxxit.com/%e2%80%9chttps_/www.smartsupp.com%e2%80%9d	(from https://noxxit.com/)
00:42:42	12947/12947	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2009%20Jul%202024%2023:42:35%20GMT	https://noxxit.com/%e2%80%9chttps:/www.smartsupp.com%e2%80%9d	C:/My%20Web%20Sites/noxxit.com/noxxit.com/%e2%80%9chttps_/www.smartsupp.com%e2%80%9d	(from https://noxxit.com/)
00:42:44	3898/3898	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2008:24:45%20GMT	https://noxxit.com/wp-content/uploads/elementor/css/post-3153.css?ver=1719649485	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/uploads/elementor/css/post-31537750.css	(from https://noxxit.com/)
00:42:47	9680/9680	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:08%20GMT	https://noxxit.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.6.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/contact-form-7/includes/swv/js/index42f0.js	(from https://noxxit.com/)
00:42:49	12211/12211	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:08%20GMT	https://noxxit.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/contact-form-7/includes/js/index42f0.js	(from https://noxxit.com/)
00:42:52	21233/21233	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:04%20GMT	https://noxxit.com/wp-content/themes/essentials/js/build/popper.min.js?ver=2.0.7	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/themes/essentials/js/build/popper.min5d0a.js	(from https://noxxit.com/)
00:42:53	60044/60044	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:04%20GMT	https://noxxit.com/wp-content/themes/essentials/js/build/bootstrap.min.js?ver=2.0.7	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/themes/essentials/js/build/bootstrap.min5d0a.js	(from https://noxxit.com/)
00:42:54	53644/53644	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:04%20GMT	https://noxxit.com/wp-content/themes/essentials/js/build/bootstrap-select.min.js?ver=2.0.7	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/themes/essentials/js/build/bootstrap-select.min5d0a.js	(from https://noxxit.com/)
00:42:56	57514/57514	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:04%20GMT	https://noxxit.com/wp-content/themes/essentials/js/build/flickity.pkgd.min.js?ver=2.0.7	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/themes/essentials/js/build/flickity.pkgd.min5d0a.js	(from https://noxxit.com/)
00:42:59	20715/20715	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:14%20GMT	https://noxxit.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://noxxit.com/)
00:43:00	173716/173716	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:04%20GMT	https://noxxit.com/wp-content/themes/essentials/js/essentials.min.js?ver=2.0.7	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/themes/essentials/js/essentials.min5d0a.js	(from https://noxxit.com/)
00:43:01	18522/18522	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202024%2008:19:58%20GMT	https://noxxit.com/wp-content/plugins/gtranslate/js/popup.js?ver=6.0.9	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/gtranslate/js/popupbfbf.js	(from https://noxxit.com/)
00:43:03	4997/4997	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202024%2008:21:11%20GMT	https://noxxit.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.22.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mindcff.js	(from https://noxxit.com/)
00:43:03	67411/67411	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202024%2008:21:13%20GMT	https://noxxit.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.22.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/elementor/assets/js/frontend-modules.mindcff.js	(from https://noxxit.com/)
00:43:06	12198/12198	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202024%2008:21:05%20GMT	https://noxxit.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://noxxit.com/)
00:43:07	40254/40254	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202024%2008:21:11%20GMT	https://noxxit.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.22.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/elementor/assets/js/frontend.mindcff.js	(from https://noxxit.com/)
00:43:09	1266/1266	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Nov%202023%2015:46:40%20GMT	https://noxxit.com/wp-content/plugins/element-ready-lite/assets/js/appear.js?ver=4.1	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/element-ready-lite/assets/js/appear2f54.js	(from https://noxxit.com/)
00:43:11	18911/18911	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:16%20GMT	https://noxxit.com/wp-includes/js/underscore.min.js?ver=1.13.3	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-includes/js/underscore.minb37e.js	(from https://noxxit.com/)
00:43:14	1340/1340	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Oct%202022%2000:38:14%20GMT	https://noxxit.com/wp-includes/js/wp-util.min.js?ver=6.0.9	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-includes/js/wp-util.minbfbf.js	(from https://noxxit.com/)
00:43:16	0/0	---M--	200	added ('OK')	application/javascript	date:Tue,%2009%20Jul%202024%2023:42:35%20GMT	https://noxxit.com/wp-content/plugins/element-ready-lite/assets/js/globalwidget.min.js?ver=1720568390	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/element-ready-lite/assets/js/globalwidget.minfc07.js	(from https://noxxit.com/)
00:43:22	218896/218896	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2029%20Jun%202024%2008:21:05%20GMT	https://noxxit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.30.0	C:/My%20Web%20Sites/noxxit.com/noxxit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc63f.eot	(from https://noxxit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0)
